Filename,Question,Human,Correct,Type,Model,Response
image_0238.jpg,How many cats are there in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0239.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0240.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0241.jpg,How many dogs are there in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0242.jpg,Is the woman wearing a hat ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0243.jpg,Can you see a dog in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0244.jpg,How many cats can you see in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0245.jpg,Can you see a dog in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0246.jpg,Can you see a man and dog in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0247.jpg,Does the sandal have heels?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0248.jpg,Can you see a man and dog in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0249.jpg,How many people are there in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0250.jpg,How many dogs are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0251.jpg,How many people are there in the middle of the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,3
image_0252.jpg,Is the man wearing a white pant ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0253.jpg,Is the black dog obstructing the other dog's face,yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0254.jpg,Is the man wearing a white striped shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0255.jpg,How mant people are there in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0256.jpg,Is the man wearing a Hat ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0257.jpg,Is the man reaching for the girl's back pocket?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0258.jpg,Did you see a dog and a man ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0259.jpg,Is the man's lower half of the body visible?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0260.jpg,Is the girl wearing a blue top?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0261.jpg,Did you see a dog and a person ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0262.jpg,Is the posterior of the woman in pink visible from the rear?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0263.jpg,Do you see the woman and cat?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0264.jpg,Can you see the man wearing the jacket?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0265.jpg,Is there light grey patch on woman's clothes ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0266.jpg,Do you see the owl ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0267.jpg,Is the girl with black dress is carried by the other two?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0268.jpg,Do you see a mouse ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0269.jpg,Is the lady wearing the pants and the man wearing a skirt?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0270.jpg,Can you see the both leg of the lady in centre ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0271.jpg,Can you see both hands of the kid in the centre front row?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0272.jpg,How many giraffes do you see in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0273.jpg,How many people can you see in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0274.jpg,Is the girl carrying the man on her back?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0275.jpg,"Is the lips of the girl in the middle, visible?",Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0276.jpg,Do you see any bird in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0277.jpg,Do you see any dog in the picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0278.jpg,Do you see the Woman and Dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0279.jpg,Do you see the man and dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0280.jpg,Is the woman wearing a blue jeans ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0281.jpg,Is the right arm of the guy resting on the sofa ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0282.jpg,Can you see the woman's nose ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0283.jpg,Is the face of man riding a cycle visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0284.jpg,Can you see a dog’s both head and body ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0285.jpg,Can you see any bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0286.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0287.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0288.jpg,Is the girl’s hands visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0289.jpg,Can you see a cat?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0290.jpg,Can you see a cat?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0291.jpg,How many birds can you see?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0292.jpg,Can you see a bird in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0293.jpg,Can you see a bird in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0294.jpg,Can you see the kid's leg ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0295.jpg,Can you see a bird in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0296.jpg,Can you see a bird in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0297.jpg,Does the animal in picture have horns ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0298.jpg,Can you see the man's head ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0299.jpg,how many people are there in the picture ?,3,4,Numeric,Llama-3.2-11B-Vision-Instruct,There are 4 people in the picture.
image_0300.jpg,Is the woman who is standing wearing jeans?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0301.jpg,Can you see the dog's teeth ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0302.jpg,Does the lying animal have horns?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,"No. The animal in the image is a cat, and it does not have horns. The image appears to be a pillow with an illustration of deer antlers on it, which is behind the cat."
image_0303.jpg,Is any person wearing a white gown?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0304.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0305.jpg,Is the cats paws obstructed ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0306.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No
image_0307.jpg,Can you see a doll and cat in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0308.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0309.jpg,Can you see the left hand of the person shaking hands with the woman ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0310.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0311.jpg,Can you see the body of the man in blue shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0312.jpg,Can you see the mouth of the woman ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0313.jpg,How many dogs can you see in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0314.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0315.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0316.jpg,How many dogs do you see in this picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0317.jpg,How many people can you see in this picture ?,5,1,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0318.jpg,How many giraffe do you see in this picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0319.jpg,Can you see the man's head ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0320.jpg,Can you see a zebra in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0321.jpg,How many elephants can you see?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0322.jpg,Do you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0323.jpg,Do you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0324.jpg,How many animals do you see in this picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0325.jpg,Do you see a cat on the table?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0326.jpg,How many cats are in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0327.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0328.jpg,Do you see a man and a horse ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0329.jpg,Is the woman’s face visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0330.jpg,Do you see a person and a dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0331.jpg,Do you see the man and a cat?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0332.jpg,Do you see the man and dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0333.jpg,Can you see the nose of the girl ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0334.jpg,Do you see a cat ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0335.jpg,Is the lady standing ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0336.jpg,Can you see the boy's legs,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0337.jpg,Did you see a cat in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0338.jpg,Is the girl standing behind the railing ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0339.jpg,Can you see lower half of the woman's sweater,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0340.jpg,Can you see the girl's legs,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0341.jpg,Did you see a cat in the picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0342.jpg,Can you see the body of the woman in centre next to man in black shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0343.jpg,Is is the woman sitting with legs open ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0344.jpg,How many legs does the woman have ?,3,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0345.jpg,How many cows do you see ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,3
image_0346.jpg,Is the man wearing a white shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0347.jpg,Is the man wearing a blue denim shorts ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0348.jpg,Is the woman on the right sitting with her legs open ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0349.jpg,Can you see the baby’s legs ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0350.jpg,Is the man wearing a yellow t-shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0351.jpg,Is the kid in the front flexing his arms?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0352.jpg,Can you see the head of the woman wearing black top with white spots ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0353.jpg,How many horses do you see ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0354.jpg,Can you see the lower half of the girl wearing black upper and with long hair ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0355.jpg,How many dogs do you see ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0356.jpg,Is the legs of old man in green t-shirt visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0357.jpg,Can you see two women and a dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0358.jpg,Can you see the bottom part of the body of man in the centre ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0359.jpg,How man dogs do you see in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0360.jpg,Is the man's legs visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0361.jpg,Is the man's hand folded ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0362.jpg,Do you see the other hand of the boy in yellow ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0363.jpg,Does the girl on the right has her hands on the shoulders of the girl on the left?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0364.jpg,Can you see left hand of the man?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0365.jpg,How many people do you see in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0366.jpg,Do you see a woman?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0367.jpg,Is the hair of the man in the centre standing?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0368.jpg,Do you see the woman and dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0369.jpg,Is the man wearing a blue dress ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0370.jpg,Do you see the man and dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0371.jpg,Do you see the man and a hen ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0372.jpg,How many cats do you see ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0373.jpg,How many people do you see in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0374.jpg,Is the man smiling wearing a striped tshirt?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0375.jpg,Do you see the man and dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0376.jpg,Can you see the girl's hands ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0377.jpg,Do you see the left arm of boy in green shorts ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0378.jpg,Can you see the girl's right hand ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0379.jpg,Are the legs of the woman visible?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0380.jpg,Can you see any animal in the picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0381.jpg,How many people are on the motobike ?,2,1,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0382.jpg,Can you see the car's tyre ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0383.jpg,Do you see the man and dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0384.jpg,Do you see the Woman and Dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0385.jpg,Is the legs of man in blue shirt visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0386.jpg,Can you see the man's legs ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0387.jpg,Do you see a dog in this picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0388.jpg,Is the right hand of the guy in the blue shirt visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0389.jpg,Is the lady sitting on man's shoulder ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0390.jpg,How many persons are there in the centre of the image ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0391.jpg,Can you see the both legs of the man ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0392.jpg,Can you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0393.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0394.jpg,Is she holding a doll ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0395.jpg,Do you see the singer's legs ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0396.jpg,Does the bus have more than two decks ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0397.jpg,Are the legs of the woman in the centre visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0398.jpg,Are both legs of the girl visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0399.jpg,Do you see the man and dog ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0400.jpg,Do you see the man's face' ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0401.jpg,Can you see the woman's legs ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0402.jpg,Do you see the woman and dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0403.jpg,Can you see the cat's head completely ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0404.jpg,Can you see the man's leg ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0405.jpg,How many cats do you see in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0406.jpg,Can you see the man's face ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0407.jpg,Do you see a hole in the cat ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0408.jpg,Can you see the kids leg ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0409.jpg,Can you see the head of man wearing grey t-shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0410.jpg,Do you see the woman and dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0411.jpg,How many cats can you see in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0412.jpg,Is the bride's gown close to the grass in the park ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0413.jpg,Did you see zebra in the image ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0414.jpg,Does the man has an afro?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0415.jpg,Can you see a women's skirt in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0416.jpg,Can you see the man's leg ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0417.jpg,how many dogs are there in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0418.jpg,Are her legs touching the ground ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0419.jpg,Is the woman in red's hands too long ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0420.jpg,Is the man on the scooter wearing a blue jeans ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0421.jpg,Can you see a man's eyes in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0422.jpg,How many cats are there in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0423.jpg,Is she wearing a long hat ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0424.jpg,Do you see the man and dog?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0425.jpg,how many cats are there in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0426.jpg,Do you see a man and two dogs ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0427.jpg,Do you see the man's face ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0428.jpg,Can you see the tail of the dog on the right ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0429.jpg,Do you see socks in the picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0430.jpg,Can you see the left hand of the baby ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0431.jpg,Can you see the legs of lady in blue jacket ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0432.jpg,Can you see the shadow of the glass ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0433.jpg,Can you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0434.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0435.jpg,Can you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,"Yes. The animal is a giraffe, partially hidden by the trees and branches."
image_0436.jpg,Can you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No
image_0437.jpg,Does he have spikes on his hair?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0438.jpg,Can you see a cat in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0439.jpg,Is the man at the back with long beard spreading his hand ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0440.jpg,Is anyone wearing a long rose dress ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0441.jpg,Is the man wearing the shoes ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0442.jpg,Can you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0443.jpg,Can you see a bird in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes
image_0444.jpg,Can you see an animal in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0445.jpg,Can you see skirt of the girl with spectacles ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0446.jpg,Are the legs of woman in centre visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0447.jpg,Is the woman wearing shoes ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0448.jpg,How many people can you see in the centre of the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0449.jpg,How many people can you see in the picture ?,2,3,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0450.jpg,Can you see the cats body ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0451.jpg,How many people can you see in the centre of the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0452.jpg,How many cats do you see in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0453.jpg,Can you see a person in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0454.jpg,How many animals do you see in the centre of the image ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0455.jpg,Can you see a cat in the picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0456.jpg,Can you see a person in this picture ?,No,Yes,Yes/No,Llama-3.2-11B-Vision-Instruct,"No, the person in the image is wearing a camouflage jacket and hat, which is designed to blend in with the surrounding environment, making it difficult to distinguish their presence."
image_0457.jpg,Are the legs of the blonde girl visible ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0458.jpg,How many people are there in this picture ?,2,3,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0459.jpg,How many people are there in this picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0460.jpg,How many cats can you see in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0461.jpg,Can you see the player's head ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0462.jpg,How many dogs can you see in the picture?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,2
image_0463.jpg,Is the hand of the person on the right on the shoulder of the girl on the left?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0464.jpg,Can you see the legs of the woman in the picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0465.jpg,Can you see the hand of man's wearing check shirt ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0466.jpg,Can you see the legs of the man's wearing coat ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0467.jpg,Do you see a man ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0468.jpg,Do you see a man's face in the picture ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0469.jpg,How many people can you see in the picture ?,1,2,Numeric,Llama-3.2-11B-Vision-Instruct,1
image_0470.jpg,Do you see the tyres of the vehicle ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
image_0471.jpg,Can you see the both legs of the lad wearing black top?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,No.
image_0472.jpg,Can you see any of the dog's legs completely ?,Yes,No,Yes/No,Llama-3.2-11B-Vision-Instruct,Yes.
